viagem_id,veiculo_id,motorista_id,geocerca_origem_id,geocerca_destino_id,data_inicio,data_fim_prevista,data_fim_real,status,distancia_km,peso_carga_kg,nota_fiscal
VIA-002292,VEI-0044,MOT-0079,GEO-0001,GEO-0006,2026-04-28 21:34:00.091979,2026-04-30 07:34:00.091979,,cancelada,2233,0,NF-579747
VIA-002293,VEI-0103,MOT-0034,GEO-0005,GEO-0037,2026-04-28 21:35:29.738498,2026-04-29 23:35:29.738498,2026-04-29 21:35:29.738498,concluida,1261,34576,NF-178146
VIA-002294,VEI-0067,MOT-0074,GEO-0008,GEO-0030,2026-04-28 21:39:26.039442,2026-04-29 03:39:26.039442,2026-04-29 01:39:26.039442,concluida,2326,34550,NF-673803
VIA-002295,VEI-0106,MOT-0046,GEO-0003,GEO-0037,2026-04-28 21:35:56.776695,2026-05-01 06:35:56.776695,,cancelada,328,2794,NF-487148
VIA-002296,VEI-0009,MOT-0039,GEO-0006,GEO-0020,2026-04-28 21:36:22.219435,2026-05-01 04:36:22.219435,,em_transito,1050,8427,NF-958532
VIA-002297,VEI-0070,MOT-0012,GEO-0006,GEO-0024,2026-04-28 21:34:47.340775,2026-04-30 12:34:47.340775,2026-04-30 20:34:47.340775,concluida,2153,37385,NF-961937
VIA-002298,VEI-0125,MOT-0057,GEO-0004,GEO-0032,2026-04-28 21:36:58.314212,2026-04-30 10:36:58.314212,,em_transito,1504,23478,NF-617193
VIA-002299,VEI-0023,MOT-0092,GEO-0003,GEO-0006,2026-04-28 21:39:20.774623,2026-04-30 09:39:20.774623,2026-04-30 14:39:20.774623,concluida,302,12391,NF-287992
VIA-002300,VEI-0071,MOT-0045,GEO-0005,GEO-0001,2026-04-28 21:37:13.944141,2026-05-01 10:37:13.944141,,atrasada,2397,24485,NF-773804
VIA-002301,VEI-0079,MOT-0024,GEO-0008,GEO-0035,2026-04-28 21:35:46.968627,2026-04-30 01:35:46.968627,2026-04-30 06:35:46.968627,concluida,234,19969,NF-507066
VIA-002302,VEI-0056,MOT-0068,GEO-0003,GEO-0024,2026-04-28 21:34:19.931253,2026-04-29 16:34:19.931253,2026-04-30 00:34:19.931253,concluida,1776,1427,NF-299591
VIA-002303,VEI-0031,MOT-9999,GEO-0005,GEO-0031,2026-04-28 21:34:08.740658,2026-04-30 06:34:08.740658,,em_transito,2293,34836,NF-929813
VIA-002304,VEI-0082,MOT-0091,GEO-0001,GEO-0022,2026-04-28 21:37:39.454937,2026-04-30 21:37:39.454937,2026-05-01 03:37:39.454937,concluida,916,4407,NF-761841
VIA-002305,VEI-0111,MOT-0046,GEO-0002,GEO-0037,2026-04-28 21:34:35.616422,2026-04-30 02:34:35.616422,2026-04-30 07:34:35.616422,concluida,1143,1893,NF-659493
VIA-002306,VEI-0080,MOT-0084,GEO-0007,GEO-0035,2026-04-28 21:35:47.610842,2026-04-30 23:35:47.610842,2026-05-01 01:35:47.610842,concluida,1743,15588,NF-821841
VIA-002307,VEI-0097,MOT-0102,GEO-0001,GEO-0006,2026-04-28 21:36:55.079334,2026-04-30 16:36:55.079334,2026-04-30 19:36:55.079334,concluida,1124,34058,NF-348750
VIA-002308,VEI-0136,MOT-0078,GEO-0007,GEO-0027,2026-04-28 21:39:04.520399,2026-04-30 06:39:04.520399,,cancelada,300,21684,NF-250432
VIA-002309,VEI-0026,MOT-0069,GEO-0005,GEO-0028,2026-04-28 21:34:38.552135,2026-04-29 20:34:38.552135,2026-04-30 03:34:38.552135,concluida,-1587,13768,NF-833612
VIA-002310,VEI-0093,MOT-0053,GEO-0005,GEO-0034,2026-04-28 21:38:11.646627,2026-04-30 19:38:11.646627,2026-05-01 00:38:11.646627,concluida,684,9762,NF-328082
VIA-002311,VEI-0149,MOT-0112,GEO-0001,GEO-0005,2026-04-28 21:36:54.816757,2026-04-29 03:36:54.816757,2026-04-29 09:36:54.816757,concluida,1118,28862,NF-574119
VIA-002312,VEI-0029,MOT-0032,GEO-0005,GEO-0035,2026-04-28 21:36:16.762635,2026-04-29 15:36:16.762635,2026-04-29 15:36:16.762635,concluida,-1501,36325,NF-982731
VIA-002313,VEI-0106,MOT-0104,GEO-0001,GEO-0019,2026-04-28 21:36:32.081136,2026-04-29 05:36:32.081136,2026-04-29 03:36:32.081136,concluida,961,2288,NF-784616
VIA-002314,VEI-0065,MOT-0076,GEO-0001,GEO-0019,2026-04-28 21:34:07.201332,2026-04-30 02:34:07.201332,2026-04-30 01:34:07.201332,concluida,874,14098,NF-330783
VIA-002315,VEI-0106,MOT-0007,GEO-0007,GEO-0026,2026-04-28 21:39:16.663366,2026-04-29 20:39:16.663366,,em_transito,1653,14164,NF-403371
VIA-002316,VEI-0040,MOT-0090,GEO-0001,GEO-0030,2026-04-28 21:38:39.343673,2026-04-29 22:38:39.343673,2026-04-30 03:38:39.343673,concluida,1332,11519,NF-490387
VIA-002317,VEI-0033,MOT-0037,GEO-0008,GEO-0004,2026-04-28 21:36:47.295745,2026-05-01 08:36:47.295745,2026-05-01 16:36:47.295745,concluida,1973,14139,NF-421156
VIA-002318,VEI-0045,MOT-0033,GEO-0006,GEO-0001,2026-04-28 21:35:48.952234,2026-04-30 21:35:48.952234,,atrasada,1939,1847,NF-575297
VIA-002319,VEI-0134,MOT-0050,GEO-0006,GEO-0030,2026-04-28 21:38:13.495524,2026-04-30 21:38:13.495524,,em_transito,1998,19937,NF-329298
VIA-002320,VEI-0045,MOT-0016,GEO-0002,GEO-0024,2026-04-28 21:38:24.506061,2026-04-29 08:38:24.506061,2026-04-29 06:38:24.506061,concluida,1080,15053,NF-645447
VIA-002321,VEI-0076,MOT-0066,GEO-0001,GEO-0020,2026-04-28 21:36:58.480739,2026-05-01 06:36:58.480739,2026-05-01 10:36:58.480739,concluida,376,27752,NF-882913
VIA-002322,VEI-0027,MOT-0002,GEO-0001,GEO-0008,2026-04-28 21:37:00.675797,2026-04-30 10:37:00.675797,2026-04-30 13:37:00.675797,concluida,1432,5011,NF-525192
VIA-002323,VEI-0040,MOT-0103,GEO-0006,GEO-0024,,2026-04-30 18:38:58.541115,,em_transito,2492,31676,NF-627946
VIA-002324,VEI-0069,MOT-0028,GEO-0007,GEO-0025,2026-04-28 21:37:04.312200,2026-04-29 14:37:04.312200,2026-04-29 22:37:04.312200,concluida,2100,11350,NF-976779
VIA-002325,VEI-0026,MOT-0082,GEO-0007,GEO-0026,2026-04-28 21:34:03.168334,2026-04-30 06:34:03.168334,2026-04-30 04:34:03.168334,concluida,132,15302,NF-184808
VIA-002326,VEI-0086,MOT-0006,GEO-0002,GEO-0020,2026-04-28 21:36:42.814066,2026-04-30 07:36:42.814066,,atrasada,161,37386,NF-961530
VIA-002327,VEI-0032,MOT-0072,GEO-0007,GEO-0028,2026-04-28 21:35:31.921628,2026-04-30 06:35:31.921628,2026-04-30 04:35:31.921628,concluida,830,38768,NF-488376
VIA-002328,VEI-0006,MOT-0099,GEO-0006,GEO-0019,2026-04-28 21:36:46.529564,2026-04-29 23:36:46.529564,,cancelada,1443,16744,NF-988838
VIA-002329,VEI-0083,MOT-0025,GEO-0005,GEO-0024,2026-04-28 21:33:49.385602,2026-04-30 06:33:49.385602,2026-04-30 12:33:49.385602,concluida,2190,14491,NF-584409
VIA-002330,VEI-0104,MOT-0001,GEO-0001,GEO-0031,2026-04-28 21:35:19.136386,2026-05-01 08:35:19.136386,,cancelada,2249,18943,NF-820859
VIA-002331,VEI-0040,MOT-0073,GEO-0003,GEO-0020,2026-04-28 21:36:09.585433,2026-04-30 18:36:09.585433,2026-05-01 02:36:09.585433,concluida,1522,4746,NF-199745
VIA-002332,VEI-0012,MOT-0001,GEO-0004,GEO-0021,2026-04-28 21:34:24.679572,2026-04-30 00:34:24.679572,,atrasada,1985,17304,NF-504756
VIA-002333,VEI-0079,MOT-0088,GEO-0008,GEO-0032,2026-04-28 21:38:55.863972,2026-04-30 04:38:55.863972,2026-04-30 08:38:55.863972,concluida,2007,10920,NF-363846
VIA-002334,VEI-0006,MOT-0023,GEO-0004,GEO-0002,2026-04-28 21:37:22.405011,2026-04-29 21:37:22.405011,,em_transito,197,22107,NF-357688
VIA-002335,VEI-0007,MOT-0116,GEO-0001,GEO-0022,2026-04-28 21:38:54.753136,2026-04-29 17:38:54.753136,2026-04-29 23:38:54.753136,concluida,1141,20582,NF-910663
VIA-002336,VEI-0055,MOT-0030,GEO-0008,GEO-0004,2026-04-28 21:35:19.829226,2026-04-30 17:35:19.829226,2026-04-30 15:35:19.829226,concluida,1279,35860,NF-384626
VIA-002337,VEI-0061,MOT-0064,GEO-0008,GEO-0038,2026-04-28 21:34:48.035678,2026-05-01 16:34:48.035678,2026-05-01 23:34:48.035678,concluida,1921,24525,NF-930480
VIA-002338,VEI-0070,MOT-0043,GEO-0008,GEO-0038,2026-04-28 21:37:51.734472,2026-04-30 02:37:51.734472,2026-04-30 00:37:51.734472,concluida,256,31579,NF-411486
VIA-002339,VEI-0035,MOT-0017,GEO-0004,GEO-0006,2026-04-28 21:37:45.259898,2026-04-29 13:37:45.259898,2026-04-29 18:37:45.259898,concluida,636,26323,NF-226921
VIA-002340,VEI-0147,MOT-0003,GEO-0002,GEO-0036,2026-04-28 21:38:33.235554,2026-05-01 07:38:33.235554,2026-05-01 10:38:33.235554,concluida,2086,18098,NF-182680
VIA-002341,VEI-0147,MOT-0102,GEO-0002,GEO-0005,2026-04-28 21:35:28.747138,2026-05-01 02:35:28.747138,2026-05-01 03:35:28.747138,concluida,733,27352,NF-688789
VIA-002342,VEI-0074,MOT-0109,GEO-0008,GEO-0019,2026-04-28 21:38:42.741878,2026-04-30 03:38:42.741878,2026-04-30 06:38:42.741878,concluida,95,9170,NF-325116
VIA-002343,VEI-0081,MOT-0031,GEO-0004,GEO-0030,2026-04-28 21:36:43.717536,2026-05-01 14:36:43.717536,,atrasada,2011,23517,NF-686483
VIA-002344,VEI-0003,MOT-0075,GEO-0008,GEO-0032,2026-04-28 21:34:44.267448,2026-04-29 17:34:44.267448,2026-04-29 19:34:44.267448,concluida,1949,10709,NF-144362
VIA-002345,VEI-0029,MOT-0115,GEO-0001,GEO-0028,2026-04-28 21:34:16.721603,2026-05-01 11:34:16.721603,2026-05-01 18:34:16.721603,concluida,2463,14682,NF-416239
VIA-002346,VEI-0086,MOT-0032,GEO-0004,GEO-0038,2026-04-28 21:35:18.662048,2026-04-29 09:35:18.662048,2026-04-29 13:35:18.662048,concluida,1278,32461,NF-791662
VIA-002347,VEI-0132,MOT-0008,GEO-0008,GEO-0038,2026-04-28 21:38:03.531481,2026-04-30 04:38:03.531481,,cancelada,311,10462,NF-724458
VIA-002348,VEI-0070,MOT-0007,GEO-0005,GEO-0021,2026-04-28 21:38:30.506809,2026-04-30 04:38:30.506809,2026-04-30 02:38:30.506809,concluida,1904,17579,NF-843276
VIA-002349,VEI-0037,MOT-0098,GEO-0006,GEO-0025,2026-04-28 21:36:17.978694,2026-04-30 07:36:17.978694,,cancelada,1254,22830,NF-988924
VIA-002350,VEI-0030,MOT-0047,GEO-0002,GEO-0033,2026-04-28 21:38:43.403747,2026-04-30 21:38:43.403747,,em_transito,190,30763,NF-952547
VIA-002351,VEI-0049,MOT-0052,GEO-0002,GEO-0030,2026-04-28 21:38:15.270024,2026-04-29 03:38:15.270024,2026-04-29 07:38:15.270024,concluida,1030,8393,NF-855637
VIA-002352,VEI-0004,MOT-0120,GEO-0001,GEO-0027,2026-04-28 21:36:47.088565,2026-04-29 14:36:47.088565,2026-04-29 14:36:47.088565,concluida,700,14378,NF-890683
VIA-002353,VEI-0073,MOT-0015,GEO-0003,GEO-0032,2026-04-28 21:37:13.771389,2026-05-01 18:37:13.771389,2026-05-01 19:37:13.771389,concluida,1916,13383,NF-330080
VIA-002354,VEI-0078,MOT-0087,GEO-0003,GEO-0001,2026-04-28 21:36:08.649055,2026-04-30 02:36:08.649055,,em_transito,1716,35500,NF-721801
VIA-002355,VEI-0147,MOT-0109,GEO-0005,GEO-0026,2026-04-28 21:35:18.902516,2026-04-29 08:35:18.902516,2026-04-29 10:35:18.902516,concluida,687,15286,NF-601346
VIA-002356,VEI-0018,MOT-0095,GEO-0006,GEO-0033,2026-04-28 21:36:13.227687,2026-04-30 18:36:13.227687,,em_transito,2127,13417,NF-188453
VIA-002357,VEI-0036,MOT-0067,GEO-0008,GEO-0003,2026-04-28 21:39:08.494989,2026-04-30 15:39:08.494989,2026-04-30 16:39:08.494989,concluida,2161,36066,NF-181254
VIA-002358,VEI-0035,MOT-0017,GEO-0004,GEO-0023,2026-04-28 21:39:01.842560,2026-05-01 04:39:01.842560,2026-05-01 12:39:01.842560,concluida,1502,19788,NF-101449
VIA-002359,VEI-0059,MOT-0013,GEO-0005,GEO-0035,2026-04-28 21:38:59.719576,2026-04-30 09:38:59.719576,2026-04-30 17:38:59.719576,concluida,982,28957,NF-502156
VIA-002360,VEI-0047,MOT-0045,GEO-0005,GEO-0027,2026-04-28 21:38:27.961173,2026-04-30 23:38:27.961173,2026-05-01 03:38:27.961173,concluida,1033,6531,NF-398457
VIA-002361,VEI-0083,MOT-0057,GEO-0005,GEO-0008,2026-04-28 21:35:02.934252,2026-05-01 10:35:02.934252,2026-05-01 17:35:02.934252,concluida,1370,31836,NF-156367
VIA-002362,VEI-9999,MOT-0073,GEO-0004,GEO-0003,2026-04-28 21:34:28.890504,2026-04-30 06:34:28.890504,2026-04-30 14:34:28.890504,concluida,1393,23897,NF-990440
VIA-002363,VEI-0053,MOT-0094,GEO-0005,GEO-0028,2026-04-28 21:39:07.533166,2026-05-01 07:39:07.533166,,em_transito,1778,20969,NF-817833
VIA-002364,VEI-0050,MOT-0061,GEO-0003,GEO-0023,2026-04-28 21:37:08.398536,2026-05-01 20:37:08.398536,2026-05-02 00:37:08.398536,concluida,2123,20298,NF-702368
VIA-002365,VEI-0032,MOT-0071,GEO-0003,GEO-0019,2026-04-28 21:35:42.061913,2026-05-01 04:35:42.061913,2026-05-01 11:35:42.061913,concluida,314,26769,NF-570001
VIA-002366,VEI-0012,MOT-0108,GEO-0004,GEO-0023,2026-04-28 21:37:57.577125,2026-04-29 07:37:57.577125,,atrasada,177,18792,NF-496621
VIA-002367,VEI-0058,MOT-0006,GEO-0005,GEO-0026,2026-04-28 21:36:53.303442,2026-04-30 13:36:53.303442,,em_transito,1403,4063,NF-213076
VIA-002368,VEI-0115,MOT-0051,GEO-0006,GEO-0035,2026-04-28 21:38:38.971690,2026-04-29 13:38:38.971690,,em_transito,859,3712,NF-311090
VIA-002369,VEI-0020,MOT-0048,GEO-0004,GEO-0030,2026-04-28 21:38:07.991552,2026-04-30 14:38:07.991552,2026-04-30 12:38:07.991552,concluida,2352,36220,NF-616722
VIA-002370,VEI-0058,MOT-0038,GEO-0002,GEO-0025,2026-04-28 21:36:06.279897,2026-04-30 00:36:06.279897,2026-04-29 23:36:06.279897,concluida,2388,35291,NF-591731
VIA-002371,VEI-0056,MOT-0021,GEO-0008,GEO-0030,2026-04-28 21:35:06.804762,2026-04-29 17:35:06.804762,,atrasada,2329,27582,NF-258966
VIA-002372,VEI-0126,MOT-0083,GEO-0002,GEO-0028,2026-04-28 21:39:05.520443,2026-04-29 18:39:05.520443,2026-04-29 20:39:05.520443,concluida,111,16596,NF-106495
VIA-002373,VEI-0108,MOT-0045,GEO-0004,GEO-0028,2026-04-28 21:38:06.300948,2026-05-01 11:38:06.300948,2026-05-01 16:38:06.300948,concluida,1142,24665,NF-713424
VIA-002374,VEI-0118,MOT-0111,GEO-0003,GEO-0035,2026-04-28 21:37:31.884499,2026-04-30 00:37:31.884499,2026-04-30 06:37:31.884499,concluida,1506,25846,NF-838292
VIA-002375,VEI-0070,MOT-0110,GEO-0001,GEO-0023,2026-04-28 21:36:08.978520,2026-04-29 05:36:08.978520,2026-04-29 07:36:08.978520,concluida,1285,18025,NF-796923
VIA-002376,VEI-0033,MOT-0067,GEO-0006,GEO-0002,2026-04-28 21:36:19.954907,2026-05-01 00:36:19.954907,2026-05-01 03:36:19.954907,concluida,1451,2245,NF-539407
VIA-002377,VEI-0060,MOT-0047,GEO-0004,GEO-0033,2026-04-28 21:37:26.112041,2026-04-30 05:37:26.112041,,atrasada,866,14155,NF-320076
VIA-002378,VEI-0082,MOT-0005,GEO-0008,GEO-0006,2026-04-28 21:38:54.795301,2026-05-01 13:38:54.795301,2026-05-01 14:38:54.795301,concluida,1858,22855,NF-779131
VIA-002379,VEI-0121,MOT-0099,GEO-0001,GEO-0036,2026-04-28 21:37:28.870440,2026-04-30 08:37:28.870440,2026-04-30 11:37:28.870440,concluida,2040,19517,NF-915971
VIA-002380,VEI-0042,MOT-0041,GEO-0007,GEO-0037,2026-04-28 21:39:13.257892,2026-04-30 07:39:13.257892,2026-04-30 06:39:13.257892,concluida,2234,35849,NF-156512
VIA-002381,VEI-0030,MOT-0066,GEO-0002,GEO-0030,,2026-04-29 09:35:19.315103,,cancelada,2475,39525,NF-550249
VIA-002382,VEI-0127,MOT-0112,GEO-0004,GEO-0002,2026-04-28 21:36:15.847148,2026-05-01 04:36:15.847148,2026-05-01 05:36:15.847148,concluida,1974,16945,NF-670068
VIA-002383,VEI-0066,MOT-0030,GEO-0006,GEO-0036,2026-04-28 21:36:04.873664,2026-04-29 23:36:04.873664,2026-04-30 01:36:04.873664,concluida,1828,22660,NF-458597
VIA-002384,VEI-0018,MOT-0021,GEO-0002,GEO-0038,2026-04-28 21:38:18.782944,2026-04-29 07:38:18.782944,2026-04-29 05:38:18.782944,concluida,2103,16650,NF-234074
VIA-002385,VEI-0029,MOT-0013,GEO-0004,GEO-0025,2026-04-28 21:34:52.279450,2026-05-01 15:34:52.279450,2026-05-01 15:34:52.279450,concluida,1597,6666,NF-981371
VIA-002386,VEI-0066,MOT-0109,GEO-0006,GEO-0003,2026-04-28 21:38:06.918330,2026-04-30 01:38:06.918330,2026-04-30 01:38:06.918330,concluida,796,38476,NF-287293
VIA-002387,VEI-0133,MOT-0012,GEO-0008,GEO-0031,2026-04-28 21:35:32.044548,2026-04-30 04:35:32.044548,2026-04-30 10:35:32.044548,concluida,1533,6135,NF-495603
VIA-002388,VEI-0075,MOT-0097,GEO-0005,GEO-0008,2026-04-28 21:38:08.928397,2026-04-30 21:38:08.928397,2026-05-01 05:38:08.928397,concluida,1977,24265,NF-309217
VIA-002389,VEI-0046,MOT-0031,GEO-0008,GEO-0006,,2026-04-29 03:36:27.265884,2026-04-29 05:36:27.265884,concluida,460,28269,NF-404001
VIA-002390,VEI-0103,MOT-0010,GEO-0006,GEO-0030,2026-04-28 21:38:57.609162,2026-04-30 03:38:57.609162,2026-04-30 11:38:57.609162,concluida,941,16806,NF-850670
VIA-002391,VEI-0093,MOT-0034,GEO-0002,GEO-0003,2026-04-28 21:37:42.757679,2026-05-01 09:37:42.757679,2026-05-01 15:37:42.757679,concluida,1726,1441,NF-573304
VIA-002392,VEI-0056,MOT-0080,GEO-0005,GEO-0006,2026-04-28 21:34:45.855173,2026-05-01 15:34:45.855173,2026-05-01 13:34:45.855173,concluida,414,1385,NF-349358
VIA-002393,VEI-0127,MOT-0064,GEO-0006,GEO-0019,2026-04-28 21:35:17.912596,2026-04-29 15:35:17.912596,2026-04-29 15:35:17.912596,concluida,1695,17420,NF-995389
VIA-002394,VEI-0120,MOT-0096,GEO-0007,GEO-0004,2026-04-28 21:39:22.976721,2026-04-30 00:39:22.976721,2026-04-29 23:39:22.976721,concluida,243,28991,NF-447282
VIA-002395,VEI-0028,MOT-0113,GEO-0008,GEO-0026,2026-04-28 21:37:55.530914,2026-04-29 13:37:55.530914,2026-04-29 17:37:55.530914,concluida,1306,13790,NF-459745
VIA-002396,VEI-0119,MOT-0017,GEO-0005,GEO-0029,2026-04-28 21:35:17.468871,2026-04-29 10:35:17.468871,2026-04-29 12:35:17.468871,concluida,1241,10998,NF-502386
VIA-002397,VEI-0061,MOT-0007,GEO-0005,GEO-0006,2026-04-28 21:39:11.018959,2026-04-29 21:39:11.018959,,cancelada,100,8268,NF-197410
VIA-002398,VEI-0033,MOT-0081,GEO-0006,GEO-0038,2026-04-28 21:37:50.798470,2026-04-29 16:37:50.798470,2026-04-29 14:37:50.798470,concluida,773,7951,NF-942734
VIA-002399,VEI-0141,MOT-0060,GEO-0001,GEO-0031,2026-04-28 21:37:49.496727,2026-04-30 01:37:49.496727,2026-04-30 02:37:49.496727,concluida,1992,11613,
VIA-002400,VEI-0094,MOT-0071,GEO-0002,GEO-0032,2026-04-28 21:34:06.683829,2026-04-30 20:34:06.683829,2026-04-30 23:34:06.683829,concluida,188,6633,NF-185579
VIA-002401,VEI-0031,MOT-0047,GEO-0001,GEO-0004,2026-04-28 21:34:22.716801,2026-05-01 15:34:22.716801,,atrasada,1343,14198,NF-494337
VIA-002402,VEI-0095,MOT-0070,GEO-0005,GEO-0028,2026-04-28 21:38:35.865690,2026-05-01 05:38:35.865690,2026-05-01 08:38:35.865690,concluida,1612,3812,NF-322476
VIA-002403,VEI-0083,MOT-0089,GEO-0007,GEO-0006,2026-04-28 21:35:48.119618,2026-05-01 02:35:48.119618,,atrasada,1415,16996,NF-816530
VIA-002404,VEI-0119,MOT-0064,GEO-0007,GEO-0027,2026-04-28 21:39:30.287364,2026-05-01 15:39:30.287364,2026-05-01 22:39:30.287364,concluida,1437,11617,NF-984408
VIA-002405,VEI-0004,MOT-0102,GEO-0003,GEO-0027,2026-04-28 21:37:26.167662,2026-04-29 14:37:26.167662,2026-04-29 19:37:26.167662,concluida,1273,32017,NF-899419
VIA-002406,VEI-0118,MOT-0013,GEO-0007,GEO-0031,2026-04-28 21:35:01.644331,2026-04-29 12:35:01.644331,2026-04-29 10:35:01.644331,concluida,798,34971,NF-837722
VIA-002407,VEI-0096,MOT-0039,GEO-0001,GEO-0034,2026-04-28 21:33:52.918640,2026-05-01 00:33:52.918640,,cancelada,1473,4105,NF-347501
VIA-002408,VEI-0045,MOT-0021,GEO-0001,GEO-0030,2026-04-28 21:35:00.404141,2026-04-30 15:35:00.404141,2026-04-30 14:35:00.404141,concluida,485,6938,NF-221448
VIA-002409,VEI-0103,MOT-0100,GEO-0003,GEO-0002,2026-04-28 21:35:58.836909,2026-05-01 09:35:58.836909,,atrasada,907,20806,NF-935884
VIA-002410,VEI-0005,MOT-0073,GEO-0005,GEO-0008,2026-04-28 21:37:42.682026,2026-04-29 19:37:42.682026,2026-04-30 03:37:42.682026,concluida,2367,12597,NF-369610
VIA-002411,VEI-0069,MOT-0118,GEO-0002,GEO-0008,2026-04-28 21:34:41.871417,2026-04-29 21:34:41.871417,,atrasada,898,22756,NF-427716
VIA-002412,VEI-0136,MOT-0073,GEO-0008,GEO-0020,2026-04-28 21:34:32.868831,2026-04-29 16:34:32.868831,,cancelada,1941,22007,NF-735744
VIA-002413,VEI-0022,MOT-0023,GEO-0001,GEO-0008,2026-04-28 21:34:25.345171,2026-04-29 05:34:25.345171,,atrasada,438,15098,NF-679736
VIA-002414,VEI-0091,MOT-0031,GEO-0008,GEO-0006,2026-04-28 21:35:47.826801,2026-04-29 01:35:47.826801,2026-04-29 08:35:47.826801,concluida,190,8703,NF-591962
VIA-002415,VEI-0074,MOT-0091,GEO-0002,GEO-0008,2026-04-28 21:38:15.843532,2026-04-29 09:38:15.843532,2026-04-29 16:38:15.843532,concluida,228,2707,NF-255567
VIA-002416,VEI-0063,MOT-0117,GEO-0003,GEO-0022,2026-04-28 21:36:21.220233,2026-04-29 23:36:21.220233,2026-04-30 05:36:21.220233,concluida,231,17433,NF-175331
VIA-002417,VEI-0063,MOT-0076,GEO-0004,GEO-0026,2026-04-28 21:37:43.436303,2026-05-01 06:37:43.436303,2026-05-01 09:37:43.436303,concluida,688,29001,NF-557137
VIA-002418,VEI-0018,MOT-0119,GEO-0002,GEO-0008,2026-04-28 21:39:10.845007,2026-05-01 01:39:10.845007,2026-05-01 06:39:10.845007,concluida,2138,13763,NF-552665
VIA-002419,VEI-0096,MOT-0083,GEO-0001,GEO-0026,2026-04-28 21:35:57.478663,2026-04-29 01:35:57.478663,2026-04-29 09:35:57.478663,concluida,933,23284,NF-529031
VIA-002420,VEI-0045,MOT-0034,GEO-0002,GEO-0008,2026-04-28 21:36:54.723213,2026-04-29 11:36:54.723213,,em_transito,-336,20176,NF-349672
VIA-002421,VEI-0028,MOT-0038,GEO-0005,GEO-0031,2026-04-28 21:35:27.294371,2026-04-29 17:35:27.294371,2026-04-29 20:35:27.294371,concluida,2097,29332,NF-256449
VIA-002422,VEI-0103,MOT-0095,GEO-0004,GEO-0007,2026-04-28 21:33:52.530305,2026-05-01 02:33:52.530305,2026-05-01 01:33:52.530305,concluida,1907,13190,NF-189277
VIA-002423,VEI-0097,MOT-0009,GEO-0007,GEO-0005,2026-04-28 21:37:51.745133,2026-05-01 21:37:51.745133,,cancelada,1923,17876,NF-453102
VIA-002424,VEI-0024,MOT-0028,GEO-0006,GEO-0005,2026-04-28 21:33:51.988566,2026-04-30 14:33:51.988566,2026-04-30 13:33:51.988566,concluida,931,1663,NF-245956
VIA-002425,VEI-0028,MOT-0098,GEO-0005,GEO-0038,2026-04-28 21:35:04.433074,2026-04-29 16:35:04.433074,2026-04-29 23:35:04.433074,concluida,1139,37333,NF-965411
VIA-002426,VEI-0114,MOT-0055,GEO-0004,GEO-0020,2026-04-28 21:34:06.906291,2026-05-01 09:34:06.906291,,em_transito,1460,7869,NF-545054
VIA-002427,VEI-0062,MOT-0074,GEO-0007,GEO-0027,2026-04-28 21:37:21.192590,2026-04-29 14:37:21.192590,2026-04-29 17:37:21.192590,concluida,2307,32161,NF-468431
VIA-002428,VEI-0070,MOT-0078,GEO-0003,GEO-0022,2026-04-28 21:39:19.877142,2026-04-29 11:39:19.877142,2026-04-29 10:39:19.877142,concluida,372,36900,NF-588562
VIA-002429,VEI-0007,MOT-0030,GEO-0006,GEO-0022,2026-04-28 21:37:14.922596,2026-04-30 07:37:14.922596,,em_transito,465,11054,NF-927167
VIA-002430,VEI-0106,MOT-0049,GEO-0006,GEO-0005,2026-04-28 21:35:59.877763,2026-04-30 16:35:59.877763,,em_transito,1839,8065,NF-616665
VIA-002431,VEI-0005,MOT-0062,GEO-0005,GEO-0021,2026-04-28 21:34:05.439653,2026-04-29 18:34:05.439653,2026-04-30 01:34:05.439653,concluida,638,14643,NF-409827
VIA-002432,VEI-0003,MOT-0042,GEO-0008,GEO-0030,,2026-04-29 19:35:25.535322,2026-04-29 21:35:25.535322,concluida,572,10275,NF-371935
VIA-002433,VEI-0117,MOT-0081,GEO-0002,GEO-0037,2026-04-28 21:37:11.487672,2026-05-01 14:37:11.487672,2026-05-01 19:37:11.487672,concluida,1476,2511,NF-278317
VIA-002434,VEI-0079,MOT-0061,GEO-0003,GEO-0029,2026-04-28 21:36:07.321785,2026-04-30 13:36:07.321785,2026-04-30 19:36:07.321785,concluida,234,0,NF-745669
VIA-002435,VEI-0100,MOT-0048,GEO-0005,GEO-0004,2026-04-28 21:35:57.815957,2026-04-29 14:35:57.815957,2026-04-29 18:35:57.815957,concluida,2207,17691,NF-288368
VIA-002436,VEI-0145,MOT-0026,GEO-0001,GEO-0023,2026-04-28 21:38:07.481799,2026-04-30 21:38:07.481799,2026-05-01 04:38:07.481799,concluida,2124,2975,NF-367660
VIA-002437,VEI-0049,MOT-0093,GEO-0002,GEO-0008,2026-04-28 21:33:57.241481,2026-05-01 18:33:57.241481,,em_transito,1475,18803,NF-328306
VIA-002438,VEI-0142,MOT-0068,GEO-0007,GEO-0032,2026-04-28 21:38:45.919644,2026-04-30 11:38:45.919644,2026-04-30 16:38:45.919644,concluida,720,30594,NF-164098
